,ID,SMILES,"Tg, K",METHOD ID,METHOD NAME
366,189,IN1C(=O)c2c(C1=O)cc(cc2)C(c1ccc2c(c1)C(=O)N(C2=O)c1cc(ccc1C)C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)I)C)(C(F)(F)F)C(F)(F)F,551.0,11,"Tg, K  (calc)"
367,191,IN1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(c(c1)I)C,587.5,7,"Tg (DSC), K"
368,191,IN1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(c(c1)I)C,560.0,11,"Tg, K  (calc)"
369,195,Ic1ccc(c(c1)Cl)Cc1ccc(cc1Cl)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,562.0,6,"Tg (DTMA), K"
370,195,Ic1ccc(c(c1)Cl)Cc1ccc(cc1Cl)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,553.0,11,"Tg, K  (calc)"
371,196,O=C1N(C(=O)c2c1cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I)c1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)I,579.0,6,"Tg (DTMA), K"
372,196,O=C1N(C(=O)c2c1cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I)c1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)I,579.0,11,"Tg, K  (calc)"
373,197,Ic1ccc(cc1)S(=O)(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,604.0,8,"Tg (Dilatometry), K"
374,197,Ic1ccc(cc1)S(=O)(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,631.0,11,"Tg, K  (calc)"
375,200,O=C1N(C(=O)c2c1cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)c1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)I,592.0,6,"Tg (DTMA), K"
376,200,O=C1N(C(=O)c2c1cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)c1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)I,587.0,11,"Tg, K  (calc)"
377,209,Ic1ccc(cc1)Oc1ccc2c(c1)cc(cc2)Oc1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C,481.0,7,"Tg (DSC), K"
378,209,Ic1ccc(cc1)Oc1ccc2c(c1)cc(cc2)Oc1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C,467.0,11,"Tg, K  (calc)"
379,210,Ic1ccc(cc1)Oc1ccc2c(c1)cc(cc2)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,537.0,7,"Tg (DSC), K"
380,210,Ic1ccc(cc1)Oc1ccc2c(c1)cc(cc2)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,513.0,11,"Tg, K  (calc)"
381,212,Ic1ccc(cc1)Oc1ccc2c(c1)cc(cc2)Oc1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,484.0,7,"Tg (DSC), K"
382,212,Ic1ccc(cc1)Oc1ccc2c(c1)cc(cc2)Oc1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,480.0,11,"Tg, K  (calc)"
383,213,Ic1ccc(cc1)Oc1ccc2c(c1)cc(cc2)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,525.0,7,"Tg (DSC), K"
384,213,Ic1ccc(cc1)Oc1ccc2c(c1)cc(cc2)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,497.0,11,"Tg, K  (calc)"
385,214,IN1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1C)Cc1ccc(c(c1)C)I)(C)C,499.0,7,"Tg (DSC), K"
386,214,IN1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1C)Cc1ccc(c(c1)C)I)(C)C,498.0,11,"Tg, K  (calc)"
387,215,O=C(c1ccc2c(c1)C(=O)N(C2=O)I)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1C)Cc1ccc(c(c1)C)I,546.0,7,"Tg (DSC), K"
388,215,O=C(c1ccc2c(c1)C(=O)N(C2=O)I)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1C)Cc1ccc(c(c1)C)I,558.0,11,"Tg, K  (calc)"
389,220,IN1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(c(c1)I)C,668.0,7,"Tg (DSC), K"
390,220,IN1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(c(c1)I)C,591.0,11,"Tg, K  (calc)"
391,221,O=C(c1ccc2c(c1)C(=O)N(C2=O)I)c1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(c(c1C)I)C,670.0,7,"Tg (DSC), K"
392,221,O=C(c1ccc2c(c1)C(=O)N(C2=O)I)c1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(c(c1C)I)C,569.0,11,"Tg, K  (calc)"
393,222,O=C1N(C(=O)c2c1cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I)c1ccc(cc1C)Cc1ccc(c(c1)C)I,561.0,6,"Tg (DTMA), K"
394,222,O=C1N(C(=O)c2c1cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I)c1ccc(cc1C)Cc1ccc(c(c1)C)I,559.0,7,"Tg (DSC), K"
395,222,O=C1N(C(=O)c2c1cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I)c1ccc(cc1C)Cc1ccc(c(c1)C)I,574.0,11,"Tg, K  (calc)"
396,223,IN1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)c1cccc(c1C)I,608.0,7,"Tg (DSC), K"
397,223,IN1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)c1cccc(c1C)I,645.0,9,"Tg (unknown method), K"
398,223,IN1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)c1cccc(c1C)I,580.0,11,"Tg, K  (calc)"
399,224,Ic1cc(cc(c1)C(F)(F)F)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,557.0,9,"Tg (unknown method), K"
400,224,Ic1cc(cc(c1)C(F)(F)F)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,574.0,11,"Tg, K  (calc)"
401,225,Ic1ccc2c(c1)Cc1c2ccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,667.0,7,"Tg (DSC), K"
402,225,Ic1ccc2c(c1)Cc1c2ccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,671.0,7,"Tg (DSC), K"
403,225,Ic1ccc2c(c1)Cc1c2ccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,572.0,11,"Tg, K  (calc)"
404,233,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)I,568.0,7,"Tg (DSC), K"
405,233,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)I,613.0,10,"Tsoft, K"
406,233,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)I,582.0,11,"Tg, K  (calc)"
407,235,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C,488.0,7,"Tg (DSC), K"
408,235,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C,483.0,11,"Tg, K  (calc)"
409,239,O=C1c2cc(ccc2C(=O)N1c1ccc(c(c1Cl)Cl)Cc1ccc(c(c1Cl)Cl)I)c1ccc2c(c1)C(=O)N(C2=O)I,577.0,7,"Tg (DSC), K"
410,239,O=C1c2cc(ccc2C(=O)N1c1ccc(c(c1Cl)Cl)Cc1ccc(c(c1Cl)Cl)I)c1ccc2c(c1)C(=O)N(C2=O)I,619.0,11,"Tg, K  (calc)"
411,240,Ic1ccc2c(c1)c1cc(ccc1C2(C)C)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,643.0,9,"Tg (unknown method), K"
412,240,Ic1ccc2c(c1)c1cc(ccc1C2(C)C)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,564.0,11,"Tg, K  (calc)"
413,242,Ic1ccc(cc1)C1(c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(C(F)(F)F)(C(F)(F)F)c2ccc3c(c2)C(=O)N(C3=O)I)c2ccccc2c2c1cccc2,681.0,4,"Tg (TMA), K, (exp) unknown conditions"
414,242,Ic1ccc(cc1)C1(c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(C(F)(F)F)(C(F)(F)F)c2ccc3c(c2)C(=O)N(C3=O)I)c2ccccc2c2c1cccc2,631.0,7,"Tg (DSC), K"
415,242,Ic1ccc(cc1)C1(c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(C(F)(F)F)(C(F)(F)F)c2ccc3c(c2)C(=O)N(C3=O)I)c2ccccc2c2c1cccc2,648.0,7,"Tg (DSC), K"
416,242,Ic1ccc(cc1)C1(c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(C(F)(F)F)(C(F)(F)F)c2ccc3c(c2)C(=O)N(C3=O)I)c2ccccc2c2c1cccc2,625.0,11,"Tg, K  (calc)"
417,243,Ic1cc(cc(c1)C(=O)O)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,582.0,7,"Tg (DSC), K"
418,243,Ic1cc(cc(c1)C(=O)O)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,613.0,11,"Tg, K  (calc)"
419,244,O=C1c2cc(ccc2C(=O)N1c1cc2c(cc1C)c1c(S2(=O)=O)cc(c(c1)C)I)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,763.0,7,"Tg (DSC), K"
420,244,O=C1c2cc(ccc2C(=O)N1c1cc2c(cc1C)c1c(S2(=O)=O)cc(c(c1)C)I)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,635.0,11,"Tg, K  (calc)"
421,247,Ic1ccc2c(c1)c1cc(ccc1C2(C)C)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C,563.0,9,"Tg (unknown method), K"
422,247,Ic1ccc2c(c1)c1cc(ccc1C2(C)C)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C,500.0,11,"Tg, K  (calc)"
423,253,Ic1ccc(cc1)N(c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,603.0,4,"Tg (TMA), K, (exp) unknown conditions"
424,253,Ic1ccc(cc1)N(c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,591.0,11,"Tg, K  (calc)"
425,254,Ic1ccc(cc1)N(c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,565.0,4,"Tg (TMA), K, (exp) unknown conditions"
426,254,Ic1ccc(cc1)N(c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,569.0,11,"Tg, K  (calc)"
427,255,Ic1ccc(cc1)N(c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,580.0,4,"Tg (TMA), K, (exp) unknown conditions"
428,255,Ic1ccc(cc1)N(c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,582.0,11,"Tg, K  (calc)"
429,256,Ic1ccc(cc1)N(c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,561.0,4,"Tg (TMA), K, (exp) unknown conditions"
430,256,Ic1ccc(cc1)N(c1ccccc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,545.0,11,"Tg, K  (calc)"
431,257,Ic1ccc2c(c1)C(=O)c1c2ccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,649.0,7,"Tg (DSC), K"
432,257,Ic1ccc2c(c1)C(=O)c1c2ccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,586.0,11,"Tg, K  (calc)"
433,258,Ic1ccc2c(c1)[nH]c1c2ccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,685.0,7,"Tg (DSC), K"
434,258,Ic1ccc2c(c1)[nH]c1c2ccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,544.0,11,"Tg, K  (calc)"
435,260,O=C1c2cc(ccc2C(=O)N1c1cc2c(cc1C)c1c(S2(=O)=O)cc(c(c1)C)I)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)I,763.0,7,"Tg (DSC), K"
436,260,O=C1c2cc(ccc2C(=O)N1c1cc2c(cc1C)c1c(S2(=O)=O)cc(c(c1)C)I)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)I,677.0,11,"Tg, K  (calc)"
437,328,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,488.0,9,"Tg (unknown method), K"
438,328,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,467.0,11,"Tg, K  (calc)"
439,333,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Sc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,482.0,9,"Tg (unknown method), K"
440,333,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Sc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,455.0,11,"Tg, K  (calc)"
441,345,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc(cc1)Sc1ccc(cc1)Oc1cccc2c1C(=O)N(C2=O)I,507.0,9,"Tg (unknown method), K"
442,345,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc(cc1)Sc1ccc(cc1)Oc1cccc2c1C(=O)N(C2=O)I,459.0,11,"Tg, K  (calc)"
443,358,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc(cc1)Oc1ccc(cc1)Oc1cccc2c1C(=O)N(C2=O)I,512.0,9,"Tg (unknown method), K"
444,358,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc(cc1)Oc1ccc(cc1)Oc1cccc2c1C(=O)N(C2=O)I,467.0,11,"Tg, K  (calc)"
445,360,Ic1cccc(c1)N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc(cc1)Oc1ccc(cc1)Oc1cccc2c1C(=O)N(C2=O)I,505.0,9,"Tg (unknown method), K"
446,360,Ic1cccc(c1)N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc(cc1)Oc1ccc(cc1)Oc1cccc2c1C(=O)N(C2=O)I,465.0,11,"Tg, K  (calc)"
447,362,Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cccc2c1cccc2Oc1ccc2c(c1)C(=O)N(C2=O)I,549.0,7,"Tg (DSC), K"
448,362,Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cccc2c1cccc2Oc1ccc2c(c1)C(=O)N(C2=O)I,513.0,11,"Tg, K  (calc)"
449,363,Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2ccccc2cc1Oc1ccc2c(c1)C(=O)N(C2=O)I,529.0,7,"Tg (DSC), K"
450,363,Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2ccccc2cc1Oc1ccc2c(c1)C(=O)N(C2=O)I,513.0,11,"Tg, K  (calc)"
451,364,Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)ccc(c2)Oc1ccc2c(c1)C(=O)N(C2=O)I,491.0,7,"Tg (DSC), K"
452,364,Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)ccc(c2)Oc1ccc2c(c1)C(=O)N(C2=O)I,513.0,11,"Tg, K  (calc)"
453,365,Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,529.0,7,"Tg (DSC), K"
454,365,Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,513.0,11,"Tg, K  (calc)"
455,369,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cccc2Oc1cccc(c1)Oc1cccc2c1C(=O)N(C2=O)I,499.0,9,"Tg (unknown method), K"
456,369,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cccc2Oc1cccc(c1)Oc1cccc2c1C(=O)N(C2=O)I,465.0,11,"Tg, K  (calc)"
457,371,Ic1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)ccc(c2)Oc1ccc2c(c1)C(=O)N(C2=O)I,503.0,7,"Tg (DSC), K"
458,371,Ic1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)ccc(c2)Oc1ccc2c(c1)C(=O)N(C2=O)I,473.0,11,"Tg, K  (calc)"
459,372,IN1C(=O)c2c(C1=O)cc(cc2)Oc1cccc2c1cccc2Oc1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)I,554.0,7,"Tg (DSC), K"
460,372,IN1C(=O)c2c(C1=O)cc(cc2)Oc1cccc2c1cccc2Oc1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)I,503.0,11,"Tg, K  (calc)"
461,373,IN1C(=O)c2c(C1=O)cc(cc2)Oc1cc2ccccc2cc1Oc1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)I,538.0,7,"Tg (DSC), K"
462,373,IN1C(=O)c2c(C1=O)cc(cc2)Oc1cc2ccccc2cc1Oc1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)I,503.0,11,"Tg, K  (calc)"
463,374,IN1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)I,545.0,7,"Tg (DSC), K"
464,374,IN1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)I,503.0,11,"Tg, K  (calc)"
465,375,IN1C(=O)c2c(C1=O)cc(cc2)Oc1cc2ccccc2cc1Oc1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(cc1C)c1cc(C)c(c(c1)C)I,581.0,7,"Tg (DSC), K"
466,375,IN1C(=O)c2c(C1=O)cc(cc2)Oc1cc2ccccc2cc1Oc1ccc2c(c1)C(=O)N(C2=O)c1c(C)cc(cc1C)c1cc(C)c(c(c1)C)I,525.0,11,"Tg, K  (calc)"
467,376,Ic1cc(cc(c1)C(F)(F)F)N1C(=O)c2c(C1=O)ccc(c2)Oc1cccc2c1cccc2Oc1ccc2c(c1)C(=O)N(C2=O)I,523.0,7,"Tg (DSC), K"
468,376,Ic1cc(cc(c1)C(F)(F)F)N1C(=O)c2c(C1=O)ccc(c2)Oc1cccc2c1cccc2Oc1ccc2c(c1)C(=O)N(C2=O)I,483.0,11,"Tg, K  (calc)"
469,377,Ic1cc(cc(c1)C(F)(F)F)N1C(=O)c2c(C1=O)ccc(c2)Oc1cc2ccccc2cc1Oc1ccc2c(c1)C(=O)N(C2=O)I,523.0,7,"Tg (DSC), K"
470,377,Ic1cc(cc(c1)C(F)(F)F)N1C(=O)c2c(C1=O)ccc(c2)Oc1cc2ccccc2cc1Oc1ccc2c(c1)C(=O)N(C2=O)I,483.0,11,"Tg, K  (calc)"
471,378,Ic1cc(cc(c1)C(F)(F)F)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc2c(c1)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,508.0,7,"Tg (DSC), K"
472,378,Ic1cc(cc(c1)C(F)(F)F)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc2c(c1)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,483.0,11,"Tg, K  (calc)"
473,379,Ic1ccc(cc1)C(c1ccc(cc1)C(c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cccc2c1cccc2Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C)(C)C,526.0,7,"Tg (DSC), K"
474,379,Ic1ccc(cc1)C(c1ccc(cc1)C(c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cccc2c1cccc2Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C)(C)C,494.0,11,"Tg, K  (calc)"
475,380,Ic1ccc(cc1)C(c1ccc(cc1)C(c1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc2c(c1)ccc(c2)Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C)(C)C,519.0,7,"Tg (DSC), K"
476,380,Ic1ccc(cc1)C(c1ccc(cc1)C(c1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc2c(c1)ccc(c2)Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C)(C)C,494.0,11,"Tg, K  (calc)"
477,382,Ic1ccc(cc1)C(c1ccc(cc1)C(c1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc2c(c1)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C)(C)C,519.0,7,"Tg (DSC), K"
478,382,Ic1ccc(cc1)C(c1ccc(cc1)C(c1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc2c(c1)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C)(C)C,494.0,11,"Tg, K  (calc)"
479,383,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2ccccc2cc1Oc1ccc2c(c1)C(=O)N(C2=O)I,502.0,7,"Tg (DSC), K"
480,383,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2ccccc2cc1Oc1ccc2c(c1)C(=O)N(C2=O)I,464.0,11,"Tg, K  (calc)"
481,384,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc2c(c1)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,501.0,7,"Tg (DSC), K"
